medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
D06F5891DB563678D17BC8B5233D7413,26BD470F3BF686ABFEB5B5087D7395F5,VTS,1,,2013-09-19 14:11:00,2013-09-19 14:21:00,1,600,2.34,-73.953415,40.785641,-73.979507,40.771294
FB7DF5E95B93E25681215A31B039784D,471598D3B47377810EC51E9C54131CF7,VTS,1,,2013-09-16 08:00:00,2013-09-16 08:10:00,1,600,4.56,-73.976173,40.744808,-74.012596,40.701553
5522C21CD1532D6F7A285C791341F847,4D9ACC75B1E9BBC50B9C6A4F7516D3F2,VTS,1,,2013-09-19 14:44:00,2013-09-19 15:19:00,1,2100,3.53,-73.955193,40.766411,-74.002533,40.760757
04E780223BBBEF7EF005B25B50D98285,09C32E7A0EA5CF5CAFDAA27A8762BA21,VTS,1,,2013-09-18 12:48:00,2013-09-18 12:57:00,6,540,1.41,-73.983612,40.759377,-73.987396,40.745537
9C7340DA6582B2CEBF83527397FFE5B0,32EB8917FAEBA19222165D1A9F0FC358,VTS,1,,2013-09-19 08:51:00,2013-09-19 08:56:00,1,300,.89,-73.994072,40.746384,-74.005295,40.751347
9113AE9DE0056824CEB1CC34807BD40F,5C3FEB0F55084234633B342B1BC5E432,VTS,1,,2013-09-22 07:37:00,2013-09-22 07:51:00,5,840,5.89,-73.926643,40.765331,-73.999924,40.738766
D48D69FD5C6825DADA3B3BBA8988C961,0DD3283E81DE2424DF3491598CC50517,VTS,1,,2013-09-18 23:21:00,2013-09-18 23:44:00,2,1380,3.99,-73.992355,40.758888,-73.965569,40.711079
0C0FA7232FA799303AFA03B7B9757AC3,269894C0AF27D264AF9D9CE66254BDA6,VTS,1,,2013-09-19 21:49:00,2013-09-19 22:09:00,1,1200,3.54,-73.970551,40.755196,-73.953133,40.785755
E1C39890312D564029E744F0BD8EA2D4,1DA22D1975755085B2757B890566098B,VTS,1,,2013-09-19 17:24:00,2013-09-19 17:29:00,1,300,1.35,-73.953896,40.781872,-73.963501,40.793163
B6A314380DFBBE115B8D9A5034091800,125120B7DECBCAD4586E0E2090FCC983,VTS,1,,2013-09-18 15:04:00,2013-09-18 15:23:00,1,1140,2.07,-73.97345,40.751377,-73.987656,40.768669
D1CAA58A231479ECF97D078BDE66F903,C2BF5E752A568AB38751DCB07DC4CB13,VTS,1,,2013-09-22 02:02:00,2013-09-22 02:14:00,3,720,3.00,-73.984215,40.768246,-73.949623,40.784874
767045626AD7F8C99012DFD79473C546,CC032830AF3BBB78257EFF2DC95D4132,VTS,1,,2013-09-19 14:39:00,2013-09-19 14:58:00,1,1140,6.68,-74.012688,40.705536,-73.954178,40.766247
E63B26127D8A4379B830902E37DA42BC,F163F80568AA364D5A4668666C77DD3E,VTS,1,,2013-09-19 11:52:00,2013-09-19 12:20:00,1,1680,3.05,-73.957443,40.76408,-73.990128,40.75174
ADB7687EB809F9E82E2C9FF914D0C70E,7065BBBFF30BA743C8449981302D5BEE,VTS,1,,2013-09-22 23:07:00,2013-09-22 23:10:00,1,180,.79,-73.973732,40.76078,-73.978996,40.750126
63D918DF506700C3BEB43FD4CAF37265,80287C226848BD829C5D875C2B19FA08,VTS,1,,2013-09-16 13:45:00,2013-09-16 14:05:00,5,1200,5.09,-73.986656,40.750801,-73.992027,40.76432
71CACFBADF9568AAE88A843DB511D172,5FD60864EA684DDAF40DF58137630449,VTS,1,,2013-09-18 13:52:00,2013-09-18 14:07:00,5,900,1.20,-73.994148,40.751282,-73.977501,40.752392
49B8C46F115372D690549B4393A90F74,D57E3273719254C16939BB801BF2AB0C,VTS,1,,2013-09-18 22:57:00,2013-09-18 23:05:00,1,480,1.78,-74.004295,40.742397,-73.98745,40.744179
2DA69B9659AF1B087A3BC7D5FEF3B2B7,DCF05028AD4D19F224746D259237B031,VTS,1,,2013-09-18 10:46:00,2013-09-18 10:52:00,5,360,1.28,-73.991562,40.750069,-74.006645,40.744274
744B4B8BF12CF57282B79A8DEB9B9B44,B9DD7C80F538AD0BCE3D154021E733AD,VTS,1,,2013-09-22 12:25:00,2013-09-22 12:34:00,1,540,.61,-73.981445,40.741196,-73.986023,40.746639
A191971F27876C22D9BF1AD598D02678,4B43624B591CE8EED80C5D2539083CA0,VTS,1,,2013-09-19 14:56:00,2013-09-19 15:17:00,1,1260,2.98,-73.954498,40.763962,-73.99102,40.751114
859AE938411EECEEACC695D878385F39,280D790AEF304895FD6BF49AAB738271,VTS,1,,2013-09-19 13:33:00,2013-09-19 14:00:00,3,1620,3.08,-73.967499,40.756222,-74.004906,40.741722
8B4DC084FEC4F3044723A11FBD4A0666,9A96D3D44F58BC783056287E4BCFCBAF,VTS,1,,2013-09-19 17:45:00,2013-09-19 17:55:00,3,600,1.32,-73.996002,40.730335,-74.007561,40.741043
6EA5C29330D964DC7C56B85F0E3D91E6,55230859821443270908593108BEC6CA,VTS,1,,2013-09-18 23:56:00,2013-09-19 00:04:00,1,480,1.31,-73.988625,40.748779,-73.982941,40.764252
4B20C5B8EBF5D6A4A14C928DF5AD99E9,6DC7AB45A4E2AC617778915768A666B7,VTS,1,,2013-09-20 08:03:00,2013-09-20 08:08:00,1,300,.69,-73.980408,40.748253,-73.98967,40.752384
AFE05A69074E0A048271B03489F049B0,0650335594276D009E5C6937CB6B68B0,VTS,1,,2013-09-19 19:38:00,2013-09-19 19:41:00,1,180,.60,-74.009895,40.735687,-74.007423,40.741806
DFF67435D560E5E8D936707D195F4B14,F80287134F91D27CD356EDCA54B6D436,VTS,1,,2013-09-19 21:20:00,2013-09-19 21:30:00,1,600,1.83,-73.987198,40.756477,-73.967987,40.757233
C36F526E8B4B43C69D6824628AA191C9,1A6CD0BAF5CAFB50F7FB5B0BD8B2EC80,VTS,1,,2013-09-16 11:42:00,2013-09-16 12:11:00,6,1740,4.07,-73.966072,40.803905,-73.979744,40.760418
94398E7E22CA3AFC038E7310A53D98C5,54C2D0FE381596512C6050595399F19D,VTS,1,,2013-09-19 08:20:00,2013-09-19 08:31:00,2,660,2.22,-74.002243,40.745289,-73.986389,40.771915
B50F660464E5D06498D69BE6F391336D,4FD0E4067C149681849758F4BB4618FC,VTS,1,,2013-09-19 13:48:00,2013-09-19 13:53:00,1,300,.20,-73.984222,40.761372,-73.984596,40.758846
716CB49FAE391C576FD42A95A7FD866F,DCEE23264C1C4EDC9F3B3AEA47173249,VTS,1,,2013-09-19 01:20:00,2013-09-19 01:34:00,6,840,3.56,-73.951347,40.71405,-73.91095,40.683216
DA9EA8C2AF1D956B483697B6590CF793,6E1A0599382FDEC857DB066490C128CA,VTS,1,,2013-09-22 20:28:00,2013-09-22 20:31:00,1,180,.44,-73.999031,40.724873,-74.005508,40.727161
0EB8F77B82458A0D14880DC0C76289DE,2552C8FFA6C8E68359ED8E53973DF6D8,VTS,1,,2013-09-19 12:29:00,2013-09-19 12:36:00,6,420,.70,-73.987068,40.744717,-73.993279,40.736168
EEE29CD2285F27A55C6900A33AFF06CA,29D94090A3B23188F7CAD8E17352E58E,VTS,1,,2013-09-19 19:55:00,2013-09-19 20:00:00,1,300,.69,-73.977676,40.750561,-73.991341,40.750126
9AAAA2F956089FE51E971AC4941548CB,C56353D3B08CCA0534138FBB54A898F1,VTS,1,,2013-09-22 19:52:00,2013-09-22 19:59:00,1,420,.96,-74.00042,40.722118,-74.005653,40.732754
2E7CBA5D84FBCDFD21890276BB5260D7,8C2F3C8E7DD1A2065129AC177A04741A,VTS,1,,2013-09-19 03:50:00,2013-09-19 03:55:00,4,300,1.59,-74.00396,40.741779,-74.00206,40.724621
204BAB16D3382C5A5711068B28E624C2,E0F300E8141566DCF1CBA72F463B0703,VTS,1,,2013-09-19 01:26:00,2013-09-19 01:47:00,1,1260,5.74,-73.986176,40.734718,-73.915955,40.768188
DE04DF5150832C3E7155C21488C86D2E,9854383E16493E93D3D12D9DD1A4EF4A,VTS,1,,2013-09-18 22:02:00,2013-09-18 22:19:00,1,1020,4.62,-73.993759,40.717941,-73.921623,40.703117
B417C312E19670C35D70555137DF2C50,B65628FE857905F22BA8B2229D92F141,VTS,1,,2013-09-16 20:34:00,2013-09-16 20:42:00,1,480,.87,-73.99733,40.721558,-73.986855,40.721233
25BEEA0FDDD7E4D6EA997E88F1E35CC6,A4EF1AEF1DD36AB5F38CA84C242019CC,VTS,1,,2013-09-19 13:47:00,2013-09-19 14:02:00,1,900,2.47,-73.980667,40.764496,-74.003548,40.732548
93A0A7021AE6705F104F4AA287B2B08A,95734B204EFCD23BA827C8373B816AFD,VTS,1,,2013-09-18 12:18:00,2013-09-18 12:29:00,1,660,1.38,-73.991425,40.744591,-73.989845,40.729801
8220D3BEF8BCF3C5DB50C66F32D9AB61,EB5983D90C3E495BFEF978A2CE319F57,VTS,1,,2013-09-19 11:31:00,2013-09-19 11:46:00,2,900,2.59,-73.984688,40.757004,-73.971191,40.785236
EEF3A194E04ECF7B2CC01D7719179040,4D1E96A00284BCB67F50ADD3F8602357,VTS,2,,2013-09-18 10:14:00,2013-09-18 11:18:00,1,3840,17.47,-73.785751,40.648022,-73.985626,40.750526
E74B608E9F604C0D4DDCEE0AD79DD208,BA8C8BEE2E888CC492187E11856B2C6D,VTS,1,,2013-09-18 21:44:00,2013-09-18 21:49:00,6,300,.89,-73.966667,40.803997,-73.955612,40.800404
B946536D2CFBDA0594F64479E7A85345,6F52261CEB706F5D2B59FD9246D5CEED,VTS,2,,2013-09-19 11:29:00,2013-09-19 12:13:00,5,2640,17.38,-73.983772,40.759193,-73.790932,40.645546
4ECDC17413FB05BFDD0BA837C7D657EF,3B9829F963201E799725F447098FFCD2,VTS,1,,2013-09-16 08:04:00,2013-09-16 08:10:00,1,360,2.87,-73.788216,40.64146,-73.782623,40.648773
2DD922C87A37C3A35F9C6C5EFE1E51C5,D9D5A5AFC87D2F59740D504100C2B81A,VTS,1,,2013-09-19 22:07:00,2013-09-19 22:16:00,2,540,1.65,-73.964249,40.761951,-73.988457,40.763783
92F9F5E6311C327282F32A6986E437A4,556C14FD953B962AF8F401B6FC505103,VTS,1,,2013-09-19 23:37:00,2013-09-20 00:19:00,1,2520,7.06,-74.003265,40.727047,-73.922684,40.760735
38430A1E8F71F05EA3170738409CFBA5,D586CF205735CEFB9D8D07332DEF2A7B,VTS,1,,2013-09-19 06:19:00,2013-09-19 06:37:00,1,1080,5.76,-73.975899,40.740696,-73.966835,40.803448
D2210CB34CCC9E8BB79808BF17C650C2,DE31D68C336295871EBA38FA6986B953,VTS,1,,2013-09-19 00:33:00,2013-09-19 00:45:00,2,720,3.14,-73.987839,40.743866,-74.013573,40.70863
600C1ED0171F4BD8B5F369A0AF71CE68,1FD373E71D33AEE988742EC4B89BFF4B,VTS,1,,2013-09-18 22:26:00,2013-09-18 22:32:00,1,360,1.17,-73.987732,40.739128,-74.00573,40.745419
5254969FC7ED450727F8AACD94CAB71E,46DEEA89609EB1855D14FEE9D1FBED07,VTS,1,,2013-09-16 08:28:00,2013-09-16 08:56:00,1,1680,7.39,-73.948174,40.778519,-74.006004,40.710796
98C1BBAD5CAA169896BBCA5D98A5358F,69722E58B5498EB24707BC563CDF8E6D,VTS,1,,2013-09-19 06:29:00,2013-09-19 06:42:00,5,780,2.25,-73.972534,40.748722,-74.002769,40.760555
EB8B79BF3D28C7DBC509736F0846A363,C99188A210F898327C307348DB750A0E,VTS,1,,2013-09-19 12:08:00,2013-09-19 12:17:00,1,540,1.44,-73.947144,40.776138,-73.96492,40.769054
71CACFBADF9568AAE88A843DB511D172,4082F5E146E77AD5979D1A996B6E33F3,VTS,1,,2013-09-18 18:16:00,2013-09-18 18:43:00,1,1620,2.86,-73.980469,40.745907,-73.984589,40.775078
57C18208C2E3B3E87B0BBF86E3B4E4B1,89F2C96DD0B7160C0ED551E2CE83D313,VTS,2,,2013-09-20 04:33:00,2013-09-20 04:52:00,1,1140,16.25,-73.978958,40.746231,-73.782761,40.648823
A0B046BF91F9EA4A6C57ED521F902916,A1EC6974145CCC3C2275F2F710278056,VTS,1,,2013-09-19 17:10:00,2013-09-19 17:18:00,4,480,1.17,-73.991341,40.730991,-74.005875,40.72567
909A1884D3BA112789529BF6E8A158DB,721765056DDD7BB72DDA0FF48CB48B3E,VTS,1,,2013-09-19 02:48:00,2013-09-19 03:10:00,4,1320,11.42,-73.984886,40.73259,-73.943787,40.629307
EE609D2525C80D9A3F6B5C9943CA6B50,C54A51F6BDB373A19C083D9B3C7AD585,VTS,1,,2013-09-16 22:30:00,2013-09-16 22:31:00,5,60,.00,-74.056183,40.710457,-74.056175,40.710457
ECEADE72BFBDC897CE193F99D667584C,BA3D7028E5C31C84E102F3A6885D7585,VTS,1,,2013-09-16 17:16:00,2013-09-16 17:24:00,5,480,1.61,-73.970535,40.788914,-73.966072,40.772011
B83044D63E9421B76011917CE280C137,777A79DF4E9EC9D8F6D97A0BC4D89D7A,VTS,1,,2013-09-16 14:21:00,2013-09-16 14:34:00,1,780,1.32,-73.98748,40.75563,-73.973846,40.76429
E3C6E0FE4D307E8D5920FA02F2F4350A,02A3739FBADC709F86696788664D8B4A,VTS,1,,2013-09-19 18:49:00,2013-09-19 18:54:00,1,300,1.20,-73.978996,40.785187,-73.969894,40.799679
26B43DA76EEA33C2C6F1206780142C30,24D91E03A4F28338B2CD066D002DC8D6,VTS,1,,2013-09-16 08:57:00,2013-09-16 09:32:00,5,2100,8.13,-73.870811,40.773754,-73.979393,40.750511
8EF265D8DE27F9A8F771347D54143B93,DD5FC824E2C3DBFA6FF95FCD66218EB7,VTS,1,,2013-09-16 17:35:00,2013-09-16 17:50:00,6,900,.97,-73.986305,40.761951,-73.974655,40.757862
8366A0E03E6533B05F9533BC3B897830,14995A9A7160E2B862F600CF41CD3457,VTS,1,,2013-09-19 22:58:00,2013-09-19 23:03:00,1,300,.93,-73.973907,40.758747,-73.963112,40.762173
0E6428A98DE3194B6DAC75BCE1A63479,48A90CC4A00190DF457075644E922A4E,VTS,1,,2013-09-19 20:57:00,2013-09-19 21:08:00,6,660,2.97,-73.977005,40.764122,-73.986282,40.730507
0A415B814A6479EE706972D2FD6DA08A,F9B3BFC8E7493F4038462E606DEC1E12,VTS,1,,2013-09-20 07:51:00,2013-09-20 08:01:00,1,600,1.34,-73.964111,40.770538,-73.94828,40.776478
33F7866668D723836C0868A6B1EA6BEF,65C6F31B0D219FFF5ACDED7486DAEDF7,VTS,1,,2013-09-17 07:06:00,2013-09-17 07:07:00,2,60,.42,-73.98967,40.757206,-73.986397,40.761993
D762541E98122D21E9D81F8008794A21,90CB3F876CE336F188ACF5AB0517B006,VTS,1,,2013-09-19 17:50:00,2013-09-19 18:12:00,1,1320,1.61,-73.97068,40.757889,-73.982079,40.773335
860D8900C427E4AE3B08CEC8E12B5FE2,D423BBE5CAB9345079418AC4351BB7DF,VTS,1,,2013-09-17 10:26:00,2013-09-17 10:41:00,6,900,.79,-73.984978,40.759792,-73.972397,40.754784
75347BC70365ACCFCF964207A33775B5,C4C39F5993BF2AAFB1D8003E3AA4F99F,VTS,1,,2013-09-17 13:05:00,2013-09-17 13:20:00,5,900,1.62,-74.001465,40.756779,-73.994286,40.740871
8EE0228CDE558F17DB404DD891263059,10471071E13A2C7A2E7EAF854F3AD4F4,VTS,1,,2013-09-22 19:04:00,2013-09-22 19:20:00,1,960,3.12,-73.995071,40.749962,-74.014603,40.717083
7DCC99EB23E99C1D3A114C634B9EBA62,EB8D332CC264A8EF75D6413804620DB6,VTS,1,,2013-09-19 10:17:00,2013-09-19 10:23:00,1,360,.69,-73.982346,40.739918,-73.99044,40.745132
A6D0858338A830AEEF332B8540B497F3,C1B3ADDEE3E99A255CCAEAD50A75822A,VTS,1,,2013-09-19 12:23:00,2013-09-19 12:53:00,1,1800,9.38,-73.865631,40.770496,-73.99279,40.752056
8D54302C7858B4ECC7B9EF5B3C1910FF,62F8981EAA46F9E7ADAF95733966F58D,VTS,1,,2013-09-20 08:19:00,2013-09-20 08:28:00,1,540,2.64,-73.989693,40.702339,-74.01281,40.701942
6BB0AE3EB5C9AECD6DFEE26961AD74E1,740D699540776F7B27D0BD0C992AB680,VTS,1,,2013-09-19 07:21:00,2013-09-19 07:33:00,1,720,3.91,-74.012451,40.712082,-73.980148,40.722275
878C0F5D806D720CBFB0EA42FD7FC172,3754F9F74F06D87E12916811A2150C7A,VTS,1,,2013-09-19 10:37:00,2013-09-19 10:47:00,2,600,1.65,-73.981865,40.740425,-73.967216,40.760761
65EFB7D02BAD12D5DE757CB5D350944E,39F19BE5FE3059F7EBB3F19A28223DDE,VTS,1,,2013-09-19 18:51:00,2013-09-19 19:05:00,1,840,1.14,-73.972519,40.762871,-73.981796,40.773705
6070E27581348947E9638E173F07466C,9C921E6E6C7E422C8553BDDDA82E2089,VTS,1,,2013-09-20 11:32:00,2013-09-20 11:36:00,1,240,.70,-73.987457,40.752251,-73.986755,40.757023
D963CBA95EBF390B8ED932C3ACBBCE6D,F66BA54C70CDB5A08187D559141EB7D9,VTS,1,,2013-09-19 14:18:00,2013-09-19 14:23:00,5,300,1.12,-74.004982,40.748138,-74.001007,40.736931
C0F053BF49155EDCFD2000C677C5FCDF,328ABE10C89A03160FDF2E17369CF68D,VTS,1,,2013-09-17 18:47:00,2013-09-17 18:54:00,1,420,2.06,-73.932755,40.795738,-73.953789,40.77515
C7FB13304152D41314039EE89B03CFE6,98886C7F5E59270FC634193A3CFAA1AC,VTS,1,,2013-09-19 17:16:00,2013-09-19 17:27:00,2,660,1.94,-73.93985,40.80629,-73.951103,40.825226
D1F5D6E82D292B38A3D1FE3C5CC8BB6F,E0C9DAD5253385CD11BBFF46FA62E4CA,VTS,1,,2013-09-19 11:39:00,2013-09-19 11:45:00,1,360,.94,-74.000534,40.732182,-73.991959,40.743931
DCD53B734DC01B1FBA28223094424383,712528DC51BF2AC92C60D828B754E4CB,VTS,1,,2013-09-18 21:05:00,2013-09-18 21:14:00,2,540,1.82,-73.992317,40.730679,-73.98867,40.749237
9BE59AAE9C005CBE38895D8675CB1309,0A1AA543D6C662EAB84A9AA96DA9A53B,VTS,1,,2013-09-19 23:54:00,2013-09-20 00:03:00,1,540,2.38,-73.961121,40.718941,-73.951546,40.743683
0B6EA87887FE3A28EB0B42CB6A79C1B8,6A6A4E973A354C78507F2514D7DB75E6,VTS,1,,2013-09-17 08:53:00,2013-09-17 08:59:00,4,360,.91,-73.985397,40.767857,-73.98217,40.775375
F094B73859B51F89E44295779A26B950,FB9E42ED1CD384EC3DCB67FDB36B8EC2,VTS,1,,2013-09-20 07:55:00,2013-09-20 08:00:00,1,300,.09,-73.984612,40.756611,-73.975533,40.765305
F7E2FF133D198875C4C65EE5BDE56495,F42061A1964EACCC339F475A6555E42C,VTS,1,,2013-09-17 21:44:00,2013-09-17 21:54:00,6,600,1.91,-74.009293,40.715401,-73.999367,40.760521
9D9A208AD124DFCAF143C78B5982185B,4486EBE32FCBC3C1D906A507D91DE0ED,VTS,1,,2013-09-19 14:00:00,2013-09-19 14:05:00,1,300,.63,-73.966103,40.757778,-73.970398,40.750881
45206A64B0D6B641223B04DA3926EB33,A61FEA370792FEB4E0A19EF12D46FD40,VTS,1,,2013-09-17 19:15:00,2013-09-17 19:25:00,5,600,1.75,-73.988342,40.71875,-74.007141,40.705498
87096BBDB7009631A4A0285E77E781B7,51CFDB05BEFB600F3C8EEE9D324E1FC9,VTS,1,,2013-09-17 12:20:00,2013-09-17 12:30:00,1,600,.58,-73.979462,40.763771,-73.975487,40.76519
D48D69FD5C6825DADA3B3BBA8988C961,E239D2E13360DC8A32962B72B67F871B,VTS,1,,2013-09-19 10:56:00,2013-09-19 11:09:00,1,780,1.91,-73.987793,40.759964,-73.965996,40.771019
059780662381FB265803A3B63F366E6D,0572FF55F79461517BC675CF2BF4F7C8,VTS,1,,2013-09-20 13:57:00,2013-09-20 14:05:00,6,480,1.07,-73.953583,40.790775,-73.947678,40.780964
AAC02CE039B299B08601201686A0ADFA,09446894E614E0914BF8CA239A1EE29E,VTS,1,,2013-09-20 20:33:00,2013-09-20 20:40:00,2,420,.98,-74.005692,40.750896,-73.993759,40.743286
CCC956ECAB138CFE94C42747548CA8E0,EC36A526BA39BA4E1256379A995A154D,VTS,1,,2013-09-19 08:42:00,2013-09-19 08:51:00,1,540,1.62,-73.975113,40.761173,-73.990028,40.741062
A4169121C462B127E96C3F8A8C0E320E,0E2BE9D35FDB25105689D95B9E1C6A59,VTS,1,,2013-09-20 02:37:00,2013-09-20 02:46:00,1,540,1.80,-73.99395,40.727486,-74.006378,40.743858
08B8CD4A3E1A0804F67F9B4328411987,207D8AF42DEDA09D042BB01C496D3773,VTS,1,,2013-09-17 22:16:00,2013-09-17 22:18:00,5,120,.52,-73.984863,40.773884,-73.988144,40.779015
63A909818D9A0495875A7EFC157D3A9B,B552C62E6AB8A461B5E1093D018C0B7B,VTS,1,,2013-09-20 01:43:00,2013-09-20 01:54:00,2,660,3.78,-73.994667,40.76078,-73.951683,40.781181
F4C689447C42C76B4DE15780BF6126C4,52257F20566F54FF767EF49F9D3BD1C6,VTS,1,,2013-09-20 20:07:00,2013-09-20 20:13:00,1,360,.82,-73.982269,40.736153,-73.993675,40.736103
1B710A4C8AE2E5E76C2BBA4D0BB396A1,241ABC4DCFDC5AA86B7E9882E2208E82,VTS,1,,2013-09-20 19:17:00,2013-09-20 19:33:00,1,960,2.56,-73.994286,40.754341,-73.987572,40.728786
DBE9276C36FC66D7D4884DD88814D1AA,AA70D4A8C055BCFFA126AE24F63E9800,VTS,1,,2013-09-20 01:01:00,2013-09-20 01:05:00,1,240,.98,-73.967018,40.756435,-73.971375,40.747017
4ECDC17413FB05BFDD0BA837C7D657EF,7325FC900F4DE966CEC7675E03FB971F,VTS,5,,2013-09-17 03:07:00,2013-09-17 03:07:00,1,0,.00,0,0,0,0
65EFB7D02BAD12D5DE757CB5D350944E,39F19BE5FE3059F7EBB3F19A28223DDE,VTS,1,,2013-09-20 01:53:00,2013-09-20 01:56:00,1,180,1.43,-73.996918,40.747421,-73.987961,40.763897
02E5A4136FD0A775A023A005A4EABC62,FCF5DBED843D9DDEBB83CC375E565E05,VTS,1,,2013-09-20 15:24:00,2013-09-20 15:32:00,2,480,.79,-73.965584,40.774521,-73.972862,40.764633
6AB5073F05E9F6BB277A500E6CD8B4FE,D9E0C8B067DA4998753F3B9544548852,VTS,1,,2013-09-17 14:37:00,2013-09-17 14:47:00,1,600,.56,-73.970711,40.75605,-73.971695,40.761703
B3B60D2D3AAF55251D01C41F5B22F9F6,CE0A7ACE73514C0CBC4CC4BBD57C608F,VTS,1,,2013-09-20 12:43:00,2013-09-20 12:57:00,1,840,1.42,-74.002457,40.72813,-73.980499,40.722385
05C055953C367FC0355F444952A71D36,2C35FC92097A8BEDDF1F3FC30AD88C35,VTS,1,,2013-09-20 00:09:00,2013-09-20 00:17:00,2,480,2.35,-73.950371,40.711121,-73.970963,40.693367
A8AC2AE8E2823DB62E114397870979DA,1D50DD35B44D4DF7A72054D48E02CF04,VTS,1,,2013-09-20 05:02:00,2013-09-20 05:09:00,1,420,1.10,-73.976837,40.749805,-73.992188,40.749355
F2A1741AEE4990D2E5EB27929CBCBE7E,5C0BF75588CA87C9538F0D1142C52645,VTS,2,,2013-09-20 19:14:00,2013-09-20 19:39:00,2,1500,9.92,-73.837929,40.743866,-73.978218,40.764606
2383B59C315CF5F3F2AFC5FFEF98FDB6,AAA4F8728742827FE5C3F30FE24EA984,VTS,1,,2013-09-19 10:18:00,2013-09-19 10:23:00,4,300,1.09,-73.99057,40.74588,-74.002029,40.740303
05C055953C367FC0355F444952A71D36,2C35FC92097A8BEDDF1F3FC30AD88C35,VTS,1,,2013-09-18 18:47:00,2013-09-18 19:14:00,2,1620,1.98,-74.008614,40.707542,-73.997459,40.724327
17B381C92B9EDA2D9147C997CC492CAB,C63F0F41FE26715299FCFE119C066D37,VTS,1,,2013-09-19 13:59:00,2013-09-19 14:11:00,2,720,1.28,-73.981026,40.764759,-73.992706,40.748806
86A19BDB2054A5DC34ADC453DA36DFD3,92918B07FE34968B8AB024D7F9FB9DEB,VTS,1,,2013-09-19 15:14:00,2013-09-19 16:27:00,1,4380,23.36,-73.789871,40.644085,-73.996773,40.646912
F1BE96D13351E3F199217DCE1BAAF043,BF217D9C84E26019F50F75831CEC0A11,VTS,1,,2013-09-20 09:37:00,2013-09-20 09:48:00,3,660,1.94,-74.002777,40.739925,-74.003677,40.75642
02CEBCE78642047165DD6E729BF7E3AC,E6C1CDCC64B45671A9E9D5FBCD9EF401,VTS,1,,2013-09-20 18:47:00,2013-09-20 19:33:00,6,2760,5.23,-73.982384,40.777054,-73.995155,40.718182
1D3309955FE57E8F3010D6DDA37196A1,BBF734E9794D4A65A7404E896316563D,VTS,1,,2013-09-20 08:02:00,2013-09-20 08:11:00,1,540,1.11,-73.965508,40.758976,-73.978287,40.753563
99A42812E64BD9D2DACBFFF38FF92EEA,61FE661E89EE49FE487FDA75A336B6C3,VTS,1,,2013-09-20 08:15:00,2013-09-20 08:37:00,1,1320,1.73,-73.990974,40.770851,-73.974457,40.755516
8F411580D33665E25CAAD79E0F29AB56,767BCCEDE285FF252F4823D63FB9A644,VTS,1,,2013-09-20 19:43:00,2013-09-20 19:49:00,6,360,1.78,-73.987198,40.755577,-74.002563,40.733891
C0DCB5021EFE540414DAF76C9DF564FC,EC9C2E023F3D869D2D7FF91564105ABE,VTS,1,,2013-09-20 19:29:00,2013-09-20 19:50:00,1,1260,3.16,-73.979752,40.746323,-74.007484,40.716148
D03A5E091B05BBD0E369D71B211FA618,DD67D729B35C350703D40A9CF2D05A5C,VTS,1,,2013-09-20 09:52:00,2013-09-20 10:07:00,1,900,1.83,-73.991066,40.729774,-74.010475,40.72224
4820FE0121A7B6050A63CF8C2ECD2137,F6743A4B55CEA71309A04F7139EF2067,VTS,1,,2013-09-20 23:37:00,2013-09-20 23:49:00,1,720,5.46,-73.951012,40.715675,-73.862236,40.729885
E74B4A31253AA0B5B01E96915A36B503,4900D6FC1B973139CBC3BEB257E2713D,VTS,1,,2013-09-19 16:55:00,2013-09-19 17:05:00,2,600,1.93,-73.966728,40.789047,-73.965004,40.768204
49E06386E3DF30FFB6A98D4321874BF0,DE6F4FF620943D0D8568F35FA2356ACC,VTS,1,,2013-09-20 22:24:00,2013-09-20 22:35:00,1,660,1.85,-73.991646,40.724598,-73.984848,40.746166
0CA06825E31D118DED987821A7EDA3FE,94C5CB1B06F82A9AEA6E3A0EB746609D,VTS,1,,2013-09-20 17:36:00,2013-09-20 17:48:00,1,720,2.08,-73.95076,40.783035,-73.968803,40.800663
7A3844D430E31B7A7E5FC2FD5FE1A78D,6C93CD71129934C226B83F52B2E77496,VTS,1,,2013-09-21 00:54:00,2013-09-21 01:01:00,1,420,.98,-74.009537,40.738228,-74.000641,40.732323
DC6CBE79F677B708B9DBB50EE1837290,F58F98879DCF84813E74969F2B34546E,VTS,1,,2013-09-20 10:56:00,2013-09-20 11:05:00,5,540,1.39,-73.993431,40.738575,-74.005867,40.725887
86CA81D6929ED51267197CF295728A41,81165E59642D4D8F40839720DC813678,VTS,1,,2013-09-20 22:27:00,2013-09-20 22:43:00,1,960,3.23,-73.968056,40.755421,-74.001564,40.72607
A4A65E4C0BC3E9A4C3BA8106B567C4AF,594BCCDA11951A3297EA7F60DA2EAD8B,VTS,1,,2013-09-21 02:47:00,2013-09-21 02:54:00,1,420,2.58,-73.974503,40.751266,-73.950089,40.780022
